index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
2429,sub090,Human,Women Drivers,clarity_hum_wd_01_1,3,4.5,1.0,1.6,3.0
2546,sub090,Human,Women Drivers,clarity_hum_wd_02_1,5,4.5,1.0,1.6,3.0
2663,sub090,Human,Women Drivers,clarity_hum_wd_03_1,5,4.5,1.0,1.6,3.0
2780,sub090,Human,Women Drivers,clarity_hum_wd_04_1,5,4.5,1.0,1.6,3.0
2897,sub090,Human,Women Drivers,clarity_hum_wd_05_1,5,4.5,1.0,1.6,3.0
3014,sub090,Human,Young Drivers,clarity_hum_yd_01_1,5,4.5,1.0,1.6,3.0
3131,sub090,Human,Young Drivers,clarity_hum_yd_02_1,5,4.5,1.0,1.6,3.0
3248,sub090,Human,Young Drivers,clarity_hum_yd_03_1,5,4.5,1.0,1.6,3.0
3365,sub090,Human,Young Drivers,clarity_hum_yd_04_1,5,4.5,1.0,1.6,3.0
3482,sub090,Human,Young Drivers,clarity_hum_yd_05_1,5,4.5,1.0,1.6,3.0
90,sub091,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.5,2.5,1.8,4.0
207,sub091,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.5,2.5,1.8,4.0
324,sub091,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.5,2.5,1.8,4.0
441,sub091,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.5,2.5,1.8,4.0
558,sub091,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.5,2.5,1.8,4.0
675,sub091,AI,Women Drivers,clarity_ai_wd_01_1,5,4.5,2.5,1.8,4.0
792,sub091,AI,Women Drivers,clarity_ai_wd_02_1,5,4.5,2.5,1.8,4.0
909,sub091,AI,Women Drivers,clarity_ai_wd_03_1,5,4.5,2.5,1.8,4.0
1026,sub091,AI,Women Drivers,clarity_ai_wd_04_1,5,4.5,2.5,1.8,4.0
1143,sub091,AI,Women Drivers,clarity_ai_wd_05_1,5,4.5,2.5,1.8,4.0
1260,sub091,AI,Young Drivers,clarity_ai_yd_01_1,5,4.5,2.5,1.8,4.0
1377,sub091,AI,Young Drivers,clarity_ai_yd_02_1,5,4.5,2.5,1.8,4.0
1494,sub091,AI,Young Drivers,clarity_ai_yd_03_1,5,4.5,2.5,1.8,4.0
1611,sub091,AI,Young Drivers,clarity_ai_yd_04_1,5,4.5,2.5,1.8,4.0
1728,sub091,AI,Young Drivers,clarity_ai_yd_05_1,5,4.5,2.5,1.8,4.0
1845,sub091,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.5,2.5,1.8,4.0
1962,sub091,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.5,2.5,1.8,4.0
2079,sub091,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.5,2.5,1.8,4.0
2196,sub091,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.5,2.5,1.8,4.0
2313,sub091,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,2.5,1.8,4.0
2430,sub091,Human,Women Drivers,clarity_hum_wd_01_1,5,4.5,2.5,1.8,4.0
2547,sub091,Human,Women Drivers,clarity_hum_wd_02_1,5,4.5,2.5,1.8,4.0
2664,sub091,Human,Women Drivers,clarity_hum_wd_03_1,5,4.5,2.5,1.8,4.0
2781,sub091,Human,Women Drivers,clarity_hum_wd_04_1,5,4.5,2.5,1.8,4.0
2898,sub091,Human,Women Drivers,clarity_hum_wd_05_1,5,4.5,2.5,1.8,4.0
3015,sub091,Human,Young Drivers,clarity_hum_yd_01_1,5,4.5,2.5,1.8,4.0
3132,sub091,Human,Young Drivers,clarity_hum_yd_02_1,5,4.5,2.5,1.8,4.0
3249,sub091,Human,Young Drivers,clarity_hum_yd_03_1,5,4.5,2.5,1.8,4.0
3366,sub091,Human,Young Drivers,clarity_hum_yd_04_1,5,4.5,2.5,1.8,4.0
3483,sub091,Human,Young Drivers,clarity_hum_yd_05_1,5,4.5,2.5,1.8,4.0
91,sub092,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,3.33,1.0,1.2,2.75
208,sub092,AI,Migrant Workers,clarity_ai_mw_02_1,3,3.33,1.0,1.2,2.75
325,sub092,AI,Migrant Workers,clarity_ai_mw_03_1,4,3.33,1.0,1.2,2.75
442,sub092,AI,Migrant Workers,clarity_ai_mw_04_1,3,3.33,1.0,1.2,2.75
559,sub092,AI,Migrant Workers,clarity_ai_mw_05_1,2,3.33,1.0,1.2,2.75
676,sub092,AI,Women Drivers,clarity_ai_wd_01_1,3,3.33,1.0,1.2,2.75
793,sub092,AI,Women Drivers,clarity_ai_wd_02_1,3,3.33,1.0,1.2,2.75
910,sub092,AI,Women Drivers,clarity_ai_wd_03_1,3,3.33,1.0,1.2,2.75
1027,sub092,AI,Women Drivers,clarity_ai_wd_04_1,4,3.33,1.0,1.2,2.75
1144,sub092,AI,Women Drivers,clarity_ai_wd_05_1,3,3.33,1.0,1.2,2.75
1261,sub092,AI,Young Drivers,clarity_ai_yd_01_1,3,3.33,1.0,1.2,2.75
1378,sub092,AI,Young Drivers,clarity_ai_yd_02_1,2,3.33,1.0,1.2,2.75
1495,sub092,AI,Young Drivers,clarity_ai_yd_03_1,3,3.33,1.0,1.2,2.75
1612,sub092,AI,Young Drivers,clarity_ai_yd_04_1,3,3.33,1.0,1.2,2.75
1729,sub092,AI,Young Drivers,clarity_ai_yd_05_1,2,3.33,1.0,1.2,2.75
1846,sub092,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.33,1.0,1.2,2.75
1963,sub092,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.33,1.0,1.2,2.75
2080,sub092,Human,Migrant Workers,clarity_hum_mw_03_1,4,3.33,1.0,1.2,2.75
2197,sub092,Human,Migrant Workers,clarity_hum_mw_04_1,4,3.33,1.0,1.2,2.75
2314,sub092,Human,Migrant Workers,clarity_hum_mw_05_1,3,3.33,1.0,1.2,2.75
2431,sub092,Human,Women Drivers,clarity_hum_wd_01_1,5,3.33,1.0,1.2,2.75
2548,sub092,Human,Women Drivers,clarity_hum_wd_02_1,1,3.33,1.0,1.2,2.75
2665,sub092,Human,Women Drivers,clarity_hum_wd_03_1,2,3.33,1.0,1.2,2.75
2782,sub092,Human,Women Drivers,clarity_hum_wd_04_1,5,3.33,1.0,1.2,2.75
2899,sub092,Human,Women Drivers,clarity_hum_wd_05_1,3,3.33,1.0,1.2,2.75
3016,sub092,Human,Young Drivers,clarity_hum_yd_01_1,5,3.33,1.0,1.2,2.75
3133,sub092,Human,Young Drivers,clarity_hum_yd_02_1,4,3.33,1.0,1.2,2.75
3250,sub092,Human,Young Drivers,clarity_hum_yd_03_1,3,3.33,1.0,1.2,2.75
3367,sub092,Human,Young Drivers,clarity_hum_yd_04_1,1,3.33,1.0,1.2,2.75
3484,sub092,Human,Young Drivers,clarity_hum_yd_05_1,5,3.33,1.0,1.2,2.75
92,sub093,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,1.17,1.25,5.0,1.0
209,sub093,AI,Migrant Workers,clarity_ai_mw_02_1,5,1.17,1.25,5.0,1.0
326,sub093,AI,Migrant Workers,clarity_ai_mw_03_1,5,1.17,1.25,5.0,1.0
443,sub093,AI,Migrant Workers,clarity_ai_mw_04_1,5,1.17,1.25,5.0,1.0
560,sub093,AI,Migrant Workers,clarity_ai_mw_05_1,5,1.17,1.25,5.0,1.0
677,sub093,AI,Women Drivers,clarity_ai_wd_01_1,5,1.17,1.25,5.0,1.0
794,sub093,AI,Women Drivers,clarity_ai_wd_02_1,5,1.17,1.25,5.0,1.0
911,sub093,AI,Women Drivers,clarity_ai_wd_03_1,5,1.17,1.25,5.0,1.0
1028,sub093,AI,Women Drivers,clarity_ai_wd_04_1,5,1.17,1.25,5.0,1.0
1145,sub093,AI,Women Drivers,clarity_ai_wd_05_1,5,1.17,1.25,5.0,1.0
1262,sub093,AI,Young Drivers,clarity_ai_yd_01_1,5,1.17,1.25,5.0,1.0
1379,sub093,AI,Young Drivers,clarity_ai_yd_02_1,5,1.17,1.25,5.0,1.0
1496,sub093,AI,Young Drivers,clarity_ai_yd_03_1,5,1.17,1.25,5.0,1.0
1613,sub093,AI,Young Drivers,clarity_ai_yd_04_1,5,1.17,1.25,5.0,1.0
1730,sub093,AI,Young Drivers,clarity_ai_yd_05_1,5,1.17,1.25,5.0,1.0
1847,sub093,Human,Migrant Workers,clarity_hum_mw_01_1,5,1.17,1.25,5.0,1.0
1964,sub093,Human,Migrant Workers,clarity_hum_mw_02_1,5,1.17,1.25,5.0,1.0
2081,sub093,Human,Migrant Workers,clarity_hum_mw_03_1,5,1.17,1.25,5.0,1.0
2198,sub093,Human,Migrant Workers,clarity_hum_mw_04_1,5,1.17,1.25,5.0,1.0
2315,sub093,Human,Migrant Workers,clarity_hum_mw_05_1,5,1.17,1.25,5.0,1.0
2432,sub093,Human,Women Drivers,clarity_hum_wd_01_1,5,1.17,1.25,5.0,1.0
2549,sub093,Human,Women Drivers,clarity_hum_wd_02_1,5,1.17,1.25,5.0,1.0
2666,sub093,Human,Women Drivers,clarity_hum_wd_03_1,5,1.17,1.25,5.0,1.0
2783,sub093,Human,Women Drivers,clarity_hum_wd_04_1,5,1.17,1.25,5.0,1.0
2900,sub093,Human,Women Drivers,clarity_hum_wd_05_1,5,1.17,1.25,5.0,1.0
3017,sub093,Human,Young Drivers,clarity_hum_yd_01_1,5,1.17,1.25,5.0,1.0
3134,sub093,Human,Young Drivers,clarity_hum_yd_02_1,5,1.17,1.25,5.0,1.0
3251,sub093,Human,Young Drivers,clarity_hum_yd_03_1,5,1.17,1.25,5.0,1.0
3368,sub093,Human,Young Drivers,clarity_hum_yd_04_1,5,1.17,1.25,5.0,1.0
3485,sub093,Human,Young Drivers,clarity_hum_yd_05_1,5,1.17,1.25,5.0,1.0
93,sub094,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.83,3.75,2.4,4.5
210,sub094,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.83,3.75,2.4,4.5
327,sub094,AI,Migrant Workers,clarity_ai_mw_03_1,5,3.83,3.75,2.4,4.5
444,sub094,AI,Migrant Workers,clarity_ai_mw_04_1,5,3.83,3.75,2.4,4.5
561,sub094,AI,Migrant Workers,clarity_ai_mw_05_1,5,3.83,3.75,2.4,4.5
678,sub094,AI,Women Drivers,clarity_ai_wd_01_1,5,3.83,3.75,2.4,4.5
795,sub094,AI,Women Drivers,clarity_ai_wd_02_1,5,3.83,3.75,2.4,4.5
912,sub094,AI,Women Drivers,clarity_ai_wd_03_1,5,3.83,3.75,2.4,4.5
1029,sub094,AI,Women Drivers,clarity_ai_wd_04_1,5,3.83,3.75,2.4,4.5
1146,sub094,AI,Women Drivers,clarity_ai_wd_05_1,5,3.83,3.75,2.4,4.5
1263,sub094,AI,Young Drivers,clarity_ai_yd_01_1,5,3.83,3.75,2.4,4.5
1380,sub094,AI,Young Drivers,clarity_ai_yd_02_1,5,3.83,3.75,2.4,4.5
1497,sub094,AI,Young Drivers,clarity_ai_yd_03_1,5,3.83,3.75,2.4,4.5
1614,sub094,AI,Young Drivers,clarity_ai_yd_04_1,5,3.83,3.75,2.4,4.5
1731,sub094,AI,Young Drivers,clarity_ai_yd_05_1,5,3.83,3.75,2.4,4.5
1848,sub094,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.83,3.75,2.4,4.5
1965,sub094,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.83,3.75,2.4,4.5
2082,sub094,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.83,3.75,2.4,4.5
2199,sub094,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.83,3.75,2.4,4.5
2316,sub094,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.83,3.75,2.4,4.5
2433,sub094,Human,Women Drivers,clarity_hum_wd_01_1,5,3.83,3.75,2.4,4.5
2550,sub094,Human,Women Drivers,clarity_hum_wd_02_1,5,3.83,3.75,2.4,4.5
2667,sub094,Human,Women Drivers,clarity_hum_wd_03_1,5,3.83,3.75,2.4,4.5
2784,sub094,Human,Women Drivers,clarity_hum_wd_04_1,5,3.83,3.75,2.4,4.5
2901,sub094,Human,Women Drivers,clarity_hum_wd_05_1,5,3.83,3.75,2.4,4.5
3018,sub094,Human,Young Drivers,clarity_hum_yd_01_1,5,3.83,3.75,2.4,4.5
3135,sub094,Human,Young Drivers,clarity_hum_yd_02_1,5,3.83,3.75,2.4,4.5
3252,sub094,Human,Young Drivers,clarity_hum_yd_03_1,5,3.83,3.75,2.4,4.5
3369,sub094,Human,Young Drivers,clarity_hum_yd_04_1,5,3.83,3.75,2.4,4.5
3486,sub094,Human,Young Drivers,clarity_hum_yd_05_1,5,3.83,3.75,2.4,4.5
94,sub095,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,3.5,1.5,3.2,2.25
211,sub095,AI,Migrant Workers,clarity_ai_mw_02_1,3,3.5,1.5,3.2,2.25
328,sub095,AI,Migrant Workers,clarity_ai_mw_03_1,4,3.5,1.5,3.2,2.25
445,sub095,AI,Migrant Workers,clarity_ai_mw_04_1,2,3.5,1.5,3.2,2.25
562,sub095,AI,Migrant Workers,clarity_ai_mw_05_1,4,3.5,1.5,3.2,2.25
679,sub095,AI,Women Drivers,clarity_ai_wd_01_1,2,3.5,1.5,3.2,2.25
796,sub095,AI,Women Drivers,clarity_ai_wd_02_1,2,3.5,1.5,3.2,2.25
913,sub095,AI,Women Drivers,clarity_ai_wd_03_1,2,3.5,1.5,3.2,2.25
1030,sub095,AI,Women Drivers,clarity_ai_wd_04_1,4,3.5,1.5,3.2,2.25
1147,sub095,AI,Women Drivers,clarity_ai_wd_05_1,2,3.5,1.5,3.2,2.25
1264,sub095,AI,Young Drivers,clarity_ai_yd_01_1,3,3.5,1.5,3.2,2.25
1381,sub095,AI,Young Drivers,clarity_ai_yd_02_1,2,3.5,1.5,3.2,2.25
1498,sub095,AI,Young Drivers,clarity_ai_yd_03_1,1,3.5,1.5,3.2,2.25
1615,sub095,AI,Young Drivers,clarity_ai_yd_04_1,2,3.5,1.5,3.2,2.25
1732,sub095,AI,Young Drivers,clarity_ai_yd_05_1,3,3.5,1.5,3.2,2.25
1849,sub095,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.5,1.5,3.2,2.25
1966,sub095,Human,Migrant Workers,clarity_hum_mw_02_1,4,3.5,1.5,3.2,2.25
2083,sub095,Human,Migrant Workers,clarity_hum_mw_03_1,3,3.5,1.5,3.2,2.25
2200,sub095,Human,Migrant Workers,clarity_hum_mw_04_1,3,3.5,1.5,3.2,2.25
2317,sub095,Human,Migrant Workers,clarity_hum_mw_05_1,4,3.5,1.5,3.2,2.25
2434,sub095,Human,Women Drivers,clarity_hum_wd_01_1,5,3.5,1.5,3.2,2.25
2551,sub095,Human,Women Drivers,clarity_hum_wd_02_1,2,3.5,1.5,3.2,2.25
2668,sub095,Human,Women Drivers,clarity_hum_wd_03_1,2,3.5,1.5,3.2,2.25
2785,sub095,Human,Women Drivers,clarity_hum_wd_04_1,5,3.5,1.5,3.2,2.25
2902,sub095,Human,Women Drivers,clarity_hum_wd_05_1,4,3.5,1.5,3.2,2.25
3019,sub095,Human,Young Drivers,clarity_hum_yd_01_1,5,3.5,1.5,3.2,2.25
3136,sub095,Human,Young Drivers,clarity_hum_yd_02_1,3,3.5,1.5,3.2,2.25
3253,sub095,Human,Young Drivers,clarity_hum_yd_03_1,2,3.5,1.5,3.2,2.25
3370,sub095,Human,Young Drivers,clarity_hum_yd_04_1,2,3.5,1.5,3.2,2.25
3487,sub095,Human,Young Drivers,clarity_hum_yd_05_1,5,3.5,1.5,3.2,2.25
95,sub096,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,3.0,1.0,4.75
212,sub096,AI,Migrant Workers,clarity_ai_mw_02_1,2,5.0,3.0,1.0,4.75
329,sub096,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,3.0,1.0,4.75
446,sub096,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,3.0,1.0,4.75
563,sub096,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,3.0,1.0,4.75
680,sub096,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,3.0,1.0,4.75
797,sub096,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,3.0,1.0,4.75
914,sub096,AI,Women Drivers,clarity_ai_wd_03_1,1,5.0,3.0,1.0,4.75
1031,sub096,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,3.0,1.0,4.75
1148,sub096,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,3.0,1.0,4.75
1265,sub096,AI,Young Drivers,clarity_ai_yd_01_1,2,5.0,3.0,1.0,4.75
1382,sub096,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,3.0,1.0,4.75
1499,sub096,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,3.0,1.0,4.75
1616,sub096,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,3.0,1.0,4.75
1733,sub096,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,3.0,1.0,4.75
1850,sub096,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,3.0,1.0,4.75
1967,sub096,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,3.0,1.0,4.75
2084,sub096,Human,Migrant Workers,clarity_hum_mw_03_1,2,5.0,3.0,1.0,4.75
2201,sub096,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,3.0,1.0,4.75
2318,sub096,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,3.0,1.0,4.75
2435,sub096,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,3.0,1.0,4.75
2552,sub096,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,3.0,1.0,4.75
2669,sub096,Human,Women Drivers,clarity_hum_wd_03_1,2,5.0,3.0,1.0,4.75
2786,sub096,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,3.0,1.0,4.75
2903,sub096,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,3.0,1.0,4.75
3020,sub096,Human,Young Drivers,clarity_hum_yd_01_1,2,5.0,3.0,1.0,4.75
3137,sub096,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,3.0,1.0,4.75
3254,sub096,Human,Young Drivers,clarity_hum_yd_03_1,2,5.0,3.0,1.0,4.75
3371,sub096,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,3.0,1.0,4.75
3488,sub096,Human,Young Drivers,clarity_hum_yd_05_1,2,5.0,3.0,1.0,4.75
96,sub097,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.83,5.0,1.2,4.5
213,sub097,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.83,5.0,1.2,4.5
330,sub097,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.83,5.0,1.2,4.5
447,sub097,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.83,5.0,1.2,4.5
564,sub097,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.83,5.0,1.2,4.5
681,sub097,AI,Women Drivers,clarity_ai_wd_01_1,2,4.83,5.0,1.2,4.5
798,sub097,AI,Women Drivers,clarity_ai_wd_02_1,5,4.83,5.0,1.2,4.5
915,sub097,AI,Women Drivers,clarity_ai_wd_03_1,5,4.83,5.0,1.2,4.5
1032,sub097,AI,Women Drivers,clarity_ai_wd_04_1,2,4.83,5.0,1.2,4.5
1149,sub097,AI,Women Drivers,clarity_ai_wd_05_1,5,4.83,5.0,1.2,4.5
1266,sub097,AI,Young Drivers,clarity_ai_yd_01_1,5,4.83,5.0,1.2,4.5
1383,sub097,AI,Young Drivers,clarity_ai_yd_02_1,2,4.83,5.0,1.2,4.5
1500,sub097,AI,Young Drivers,clarity_ai_yd_03_1,2,4.83,5.0,1.2,4.5
1617,sub097,AI,Young Drivers,clarity_ai_yd_04_1,5,4.83,5.0,1.2,4.5
1734,sub097,AI,Young Drivers,clarity_ai_yd_05_1,2,4.83,5.0,1.2,4.5
1851,sub097,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.83,5.0,1.2,4.5
1968,sub097,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.83,5.0,1.2,4.5
2085,sub097,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.83,5.0,1.2,4.5
2202,sub097,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.83,5.0,1.2,4.5
2319,sub097,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.83,5.0,1.2,4.5
2436,sub097,Human,Women Drivers,clarity_hum_wd_01_1,2,4.83,5.0,1.2,4.5
2553,sub097,Human,Women Drivers,clarity_hum_wd_02_1,2,4.83,5.0,1.2,4.5
2670,sub097,Human,Women Drivers,clarity_hum_wd_03_1,5,4.83,5.0,1.2,4.5
2787,sub097,Human,Women Drivers,clarity_hum_wd_04_1,5,4.83,5.0,1.2,4.5
2904,sub097,Human,Women Drivers,clarity_hum_wd_05_1,5,4.83,5.0,1.2,4.5
3021,sub097,Human,Young Drivers,clarity_hum_yd_01_1,5,4.83,5.0,1.2,4.5
3138,sub097,Human,Young Drivers,clarity_hum_yd_02_1,5,4.83,5.0,1.2,4.5
3255,sub097,Human,Young Drivers,clarity_hum_yd_03_1,5,4.83,5.0,1.2,4.5
3372,sub097,Human,Young Drivers,clarity_hum_yd_04_1,2,4.83,5.0,1.2,4.5
3489,sub097,Human,Young Drivers,clarity_hum_yd_05_1,5,4.83,5.0,1.2,4.5
97,sub098,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.83,3.25,3.0,3.0
214,sub098,AI,Migrant Workers,clarity_ai_mw_02_1,2,3.83,3.25,3.0,3.0
331,sub098,AI,Migrant Workers,clarity_ai_mw_03_1,2,3.83,3.25,3.0,3.0
448,sub098,AI,Migrant Workers,clarity_ai_mw_04_1,2,3.83,3.25,3.0,3.0
565,sub098,AI,Migrant Workers,clarity_ai_mw_05_1,2,3.83,3.25,3.0,3.0
682,sub098,AI,Women Drivers,clarity_ai_wd_01_1,2,3.83,3.25,3.0,3.0
799,sub098,AI,Women Drivers,clarity_ai_wd_02_1,2,3.83,3.25,3.0,3.0
916,sub098,AI,Women Drivers,clarity_ai_wd_03_1,3,3.83,3.25,3.0,3.0
1033,sub098,AI,Women Drivers,clarity_ai_wd_04_1,1,3.83,3.25,3.0,3.0
1150,sub098,AI,Women Drivers,clarity_ai_wd_05_1,2,3.83,3.25,3.0,3.0
1267,sub098,AI,Young Drivers,clarity_ai_yd_01_1,2,3.83,3.25,3.0,3.0
1384,sub098,AI,Young Drivers,clarity_ai_yd_02_1,2,3.83,3.25,3.0,3.0
1501,sub098,AI,Young Drivers,clarity_ai_yd_03_1,2,3.83,3.25,3.0,3.0
1618,sub098,AI,Young Drivers,clarity_ai_yd_04_1,2,3.83,3.25,3.0,3.0
1735,sub098,AI,Young Drivers,clarity_ai_yd_05_1,3,3.83,3.25,3.0,3.0
1852,sub098,Human,Migrant Workers,clarity_hum_mw_01_1,4,3.83,3.25,3.0,3.0
1969,sub098,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.83,3.25,3.0,3.0
2086,sub098,Human,Migrant Workers,clarity_hum_mw_03_1,2,3.83,3.25,3.0,3.0
2203,sub098,Human,Migrant Workers,clarity_hum_mw_04_1,2,3.83,3.25,3.0,3.0
2320,sub098,Human,Migrant Workers,clarity_hum_mw_05_1,2,3.83,3.25,3.0,3.0
2437,sub098,Human,Women Drivers,clarity_hum_wd_01_1,2,3.83,3.25,3.0,3.0
2554,sub098,Human,Women Drivers,clarity_hum_wd_02_1,2,3.83,3.25,3.0,3.0
2671,sub098,Human,Women Drivers,clarity_hum_wd_03_1,2,3.83,3.25,3.0,3.0
2788,sub098,Human,Women Drivers,clarity_hum_wd_04_1,5,3.83,3.25,3.0,3.0
2905,sub098,Human,Women Drivers,clarity_hum_wd_05_1,3,3.83,3.25,3.0,3.0
3022,sub098,Human,Young Drivers,clarity_hum_yd_01_1,2,3.83,3.25,3.0,3.0
3139,sub098,Human,Young Drivers,clarity_hum_yd_02_1,2,3.83,3.25,3.0,3.0
3256,sub098,Human,Young Drivers,clarity_hum_yd_03_1,2,3.83,3.25,3.0,3.0
3373,sub098,Human,Young Drivers,clarity_hum_yd_04_1,2,3.83,3.25,3.0,3.0
3490,sub098,Human,Young Drivers,clarity_hum_yd_05_1,4,3.83,3.25,3.0,3.0
98,sub099,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
215,sub099,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
332,sub099,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
449,sub099,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
566,sub099,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
683,sub099,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
800,sub099,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
917,sub099,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
1034,sub099,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1151,sub099,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1268,sub099,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1385,sub099,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1502,sub099,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1619,sub099,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1736,sub099,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1853,sub099,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1970,sub099,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2087,sub099,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2204,sub099,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2321,sub099,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2438,sub099,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2555,sub099,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2672,sub099,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2789,sub099,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2906,sub099,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
3023,sub099,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3140,sub099,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3257,sub099,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3374,sub099,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3491,sub099,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
99,sub100,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,4.83,3.75,2.4,4.5
216,sub100,AI,Migrant Workers,clarity_ai_mw_02_1,2,4.83,3.75,2.4,4.5
333,sub100,AI,Migrant Workers,clarity_ai_mw_03_1,3,4.83,3.75,2.4,4.5
